0.0037708	-0.0229	-0.0361
0.0041329	-0.0229	-0.035309
0.0052121	-0.0229	-0.034518
0.0059898	-0.0229	-0.033727
0.0065613	-0.0229	-0.032936
0.0071226	-0.0229	-0.032144
0.0077414	-0.0229	-0.031353
0.0083483	-0.0229	-0.030562
0.0089649	-0.0229	-0.029771
0.0097117	-0.0229	-0.02898
0.010293	-0.0229	-0.028189
0.010992	-0.0229	-0.027398
0.01156	-0.0229	-0.026607
0.012182	-0.0229	-0.025816
0.01271	-0.0229	-0.025024
0.013322	-0.0229	-0.024233
0.013885	-0.0229	-0.023442
0.014394	-0.0229	-0.022651
0.01487	-0.0229	-0.02186
0.015298	-0.0229	-0.021069
0.015673	-0.0229	-0.020278
0.016036	-0.0229	-0.019487
0.016367	-0.0229	-0.018696
0.016654	-0.0229	-0.017904
0.016896	-0.0229	-0.017113
0.017154	-0.0229	-0.016322
0.0174	-0.0229	-0.015531
0.017636	-0.0229	-0.01474
0.017859	-0.0229	-0.013949
0.018068	-0.0229	-0.013158
0.018264	-0.0229	-0.012367
0.018445	-0.0229	-0.011576
0.01861	-0.0229	-0.010784
0.018761	-0.0229	-0.0099933
0.018895	-0.0229	-0.0092022
0.019012	-0.0229	-0.0084111
0.019112	-0.0229	-0.00762
0.019194	-0.0229	-0.0068289
0.019257	-0.0229	-0.0060378
0.019298	-0.0229	-0.0052467
0.019319	-0.0229	-0.0044556
0.019318	-0.0229	-0.0036644
0.019295	-0.0229	-0.0028733
0.019249	-0.0229	-0.0020822
0.01918	-0.0229	-0.0012911
0.019089	-0.0229	-0.0005
0.018976	-0.0229	0.00029111
0.018841	-0.0229	0.0010822
0.018684	-0.0229	0.0018733
0.018505	-0.0229	0.0026644
0.018304	-0.0229	0.0034556
0.01808	-0.0229	0.0042467
0.017832	-0.0229	0.0050378
0.017559	-0.0229	0.0058289
0.017251	-0.0229	0.00662
0.01692	-0.0229	0.0074111
0.016526	-0.0229	0.0082022
0.016111	-0.0229	0.0089933
0.015641	-0.0229	0.0097844
