1	0
23725084	1
23725086	1
23732916	1
23750571	2
2	0
23669905	1
23698894	2
23714858	1
23716607	1
23725135	1
23725136	1
23727880	1
23727883	1
23739065	2
23746443	1
23746444	2
23748044	2
23749311	2
23749313	4
23749314	1
23749316	1
3	0
23680325	1
23680327	1
23683219	1
23694427	1
23700107	1
23714571	1
23719080	2
23727852	1
23734936	1
23739526	1
23741982	1
23743341	1
23749570	1
4	0
23684318	1
23687523	1
23699033	1
23719390	1
5	0
23686027	3
23686028	3
23686059	5
23686060	1
23686085	1
23686086	1
23690301	1
23694907	2
23695883	1
23705979	1
23707584	1
23709085	1
23715221	1
23715924	1
23715925	1
23717480	1
23719414	2
23720342	1
23723356	1
23730429	1
23730762	2
23746158	1
23746690	1
23749500	2
23750505	2
23750520	4
23750550	1
23750562	1
23750583	1
23750584	1
6	0
23670335	1
23675902	1
23686059	1
23694733	3
23707670	1
23715925	5
23715926	1
23719015	2
23730762	3
23750520	1
23750523	1
23750534	1
23750550	1
23750583	1
7	0
23686086	1
23715925	1
23727858	1
23727962	1
23728971	1
23728982	1
23730383	1
23730385	1
23730413	2
23730432	1
23730435	1
23730438	1
23730440	1
23734886	1
23736261	2
23739382	1
23745168	1
8	0
23668766	1
23670063	1
23674231	1
23676271	1
23677470	1
23686060	4
23687611	1
23688822	1
23688973	1
23690025	1
23690366	1
23694733	1
23694827	1
23695855	2
23707383	1
23709085	2
23709086	1
23709122	2
23715925	1
23717780	2
23717978	5
23717979	1
23717980	3
23719414	1
23722105	1
23725019	1
23725207	1
23725211	1
23727964	1
23727968	2
23728889	1
23728921	3
23734984	1
23736543	1
23736544	19
23736545	2
23736595	2
23737917	2
23737918	1
23740507	2
23746436	1
23746447	1
23746581	1
23747965	1
23749593	1
23750562	1
23751943	7
9	0
23675888	1
23676095	1
23677622	1
23683229	1
23684371	1
23687527	1
23690015	3
23690023	1
23690026	2
23694733	1
23716102	1
23723520	1
23723521	1
23723667	1
23725056	1
23725197	1
23727738	1
23729378	2
23730775	1
23736180	3
23737917	1
23738053	1
23739380	1
23742019	2
23744833	1
23744835	1
23744851	2
23744852	1
23745180	1
23749411	5
23749412	1
23750505	4
23750534	2
23750535	3
23750584	1
10	0
23736292	1
23736299	1
23736304	1
23736628	1
23745319	1
23745325	1
23749594	2
11	0
23675614	2
23675615	2
23678916	1
23681432	1
23694733	1
23695833	1
23695835	1
23695837	1
23695860	1
23697687	1
23697688	1
23699504	1
23700089	2
23712200	5
23716154	1
23716159	1
23717779	6
23719153	1
23727553	1
23727596	1
23727940	1
23729378	2
23734718	1
23735271	1
23740493	1
23740494	2
23740495	1
23745108	1
12	0
23670509	2
23670510	1
23676271	5
23678899	1
23680122	3
23680123	1
23685808	3
23685809	5
23687517	1
23688976	2
23688977	1
23690002	2
23700600	1
23723513	1
23723613	1
23723621	1
23723663	1
23724595	3
23729222	1
23729224	1
23736082	1
23740493	1
13	0
23727519	1
14	0
23680143	1
23680216	4
23680217	16
23687156	6
23697785	1
23702024	7
23702025	1
23716005	1
23716159	1
23717781	2
23720526	3
23720527	1
23740451	2
23740452	5
15	0
23668503	2
23670141	1
23670142	1
23670509	1
23676196	1
23687290	1
23687332	1
23687333	1
23687336	1
23687340	1
23687478	1
23687483	1
23687522	1
23687524	1
23687525	1
23687528	1
23687531	1
23687533	1
23687545	2
23687547	1
23687550	1
23687553	1
23687554	1
23687557	1
23687558	1
23688974	3
23688975	1
23694608	1
23723458	1
23739582	2
16	0
17	0
23675628	1
23740432	3
18	0
23689078	1
23714872	1
23714873	1
23723660	1
19	0
20	0
21	0
23683228	1
22	0
23717989	1
23727729	1
23727730	2
23727733	1
23727734	2
23	0
23680120	2
24	0
25	0
26	0
27	0
28	0
29	0
